,region,region_coord
1073,Sainte-Foy Bordeaux,"(44.8437023, 0.1969949)"
1074,Curicó and Maipo Valleys,"(None, None)"
1075,Štajerska,"(47.2500001, 15.1666665)"
1076,Middle and South Dalmatia,"(43.513847, 16.451105)"
1077,Gioia del Colle,"(40.796728, 16.92359)"
1078,Kentucky,"(37.5726028, -85.1551411)"
1079,Prince Edward County,"(37.2293293, -78.4628573)"
1080,San Francisco Bay-Livermore Valley,"(None, None)"
1081,Elkton Oregon,"(43.6370577, -123.5673843)"
1082,Extremadura,"(39.1748426, -6.1529891)"
1083,Župa,"(42.9783907, 20.3656588)"
1084,Vino da Tavola,"(46.5299828, 11.3655183)"
1085,Southern Fleurieu,"(None, None)"
1086,Clements Hills,"(-42.2280075, 148.0244867)"
1087,Vinos de Madrid,"(40.4030526, -3.6756934)"
1088,Calabria,"(39.0565974, 16.5249864)"
1089,Custoza,"(45.3764733, 10.7959337)"
1090,Contea di Sclafani,"(None, None)"
1091,Ahr,"(50.4712296, 6.9485941)"
1092,Dolcetto di Diano d'Alba,"(None, None)"
1093,Vin de Pays de l'Ile de Beauté,"(None, None)"
1094,Romania,"(45.9852129, 24.6859225)"
1095,Blanquette de Limoux,"(42.966765, 2.1817641)"
1096,Pafos,"(34.7743988, 32.4231586)"
1097,Venezia,"(45.4371908, 12.3345898)"
1098,Monemvasia,"(36.688463, 23.0516857)"
1099,Samos,"(42.730661, -7.3265903)"
1100,Fitou,"(42.8946178, 2.9825507)"
1101,Tulbagh,"(-33.285059, 19.140667)"
1102,Elazığ,"(38.674771, 39.2224523)"
1103,Danube River Plains,"(None, None)"
1104,Cappadocia,"(38.646806, 34.8491554)"
1105,Primorska,"(45.2831115, 19.8229065)"
1106,Clairette de Bellegarde,"(None, None)"
1107,Provincia di Pavia,"(45.036854649999995, 9.137825082826026)"
1108,Montepulciano d'Abruzzo Cerasuolo,"(None, None)"
1109,Colline Lucchesi,"(None, None)"
1110,Emporadà-Costa Brava,"(None, None)"
1111,Recioto di Soave Classico,"(None, None)"
1112,Zenata,"(34.9894903, -1.4630565)"
1113,Fara,"(45.0790735, 4.5099585)"
1114,Ismarikos,"(None, None)"
1115,Bardolino,"(45.5475595, 10.7242145)"
1116,Lison-Pramaggiore,"(45.7788246, 12.7367108)"
1117,Côtes du Luberon,"(None, None)"
1118,Recioto della Valpolicella,"(45.5264025, 10.9410042)"
1119,Canon-Fronsac,"(None, None)"
1120,Bardolino Chiaretto,"(None, None)"
1121,Western Connecticut Highlands,"(41.587439849999996, -72.70704238095846)"
1122,Terrazze Retiche di Sondrio,"(None, None)"
1123,Passito di Noto,"(None, None)"
1124,Eger,"(47.8989887, 20.3743665)"
1125,Curicó and Leyda Valleys,"(None, None)"
1126,Vin de Pays des Alpilles,"(None, None)"
1127,Grampians,"(-36.718805, 142.22095086226386)"
1128,Currency Creek,"(-35.4525549, 138.7598074)"
1129,Agioritikos,"(None, None)"
1130,Mâcon-Verze,"(46.3775892, 4.7357002)"
1131,Casablanca-Curicó Valley,"(-35.0769, -71.2589737)"
1132,Muscadet Sèvre et Maine Clisson,"(None, None)"
1133,Aude Hauterive,"(None, None)"
1134,Ribera del Guadiana,"(41.4825412, 2.1882003)"
1135,Toledo,"(39.8560679, -4.0239568)"
1136,Beotia,"(None, None)"
1137,Algarve,"(37.2454248, -8.150925273079235)"
1138,Monterey-Santa Barbara-Sonoma,"(None, None)"
1139,Hemel en Aarde,"(-34.4115921, 19.206177681612516)"
1140,Vi de la Terra Mallorca,"(None, None)"
1141,Abruzzo,"(42.227681, 13.854983)"
1142,Canelones,"(-34.6222482, -55.9903797)"
1143,Colli Tortonesi,"(None, None)"
1144,Amindeo,"(None, None)"
1145,Coteaux Bourguignons,"(None, None)"
1146,Piccadilly Valley,"(48.5600453, -58.92036616844662)"
1147,Lake County-Mendocino County,"(39.3176491, -123.4126399)"
1148,Côte de Beaune-Villages,"(None, None)"
1149,Meursault-Blagny,"(46.9602655, 4.7424388)"
1150,Cape South Coast,"(-28.077321249999997, 153.4171431679907)"
1151,Sonoma County-Monterey County-Santa Barbara County,"(None, None)"
1152,Germany,"(51.0834196, 10.4234469)"
1153,Yamhill County,"(45.2298399, -123.2180414)"
1154,Mendocino-Lake County-Napa,"(39.6838155, -123.4786256)"
1155,Templeton Gap District,"(None, None)"
1156,Sopron,"(47.6803063, 16.5983457)"
1157,Georgia,"(32.3293809, -83.1137366)"
1158,Montecarlo,"(43.8511862, 10.6676214)"
1159,Monterey-San Luis Obispo-Santa Barbara,"(None, None)"
1160,Bulgaria,"(42.6073975, 25.4856617)"
1161,Colli Euganei,"(45.30235545, 11.805076047734627)"
1162,Côtes de Nuits Villages,"(None, None)"
1163,Contessa Entellina,"(37.7309803, 13.1831444)"
1164,Moscato di Noto,"(None, None)"
1165,North Dalmatia,"(40.6542515, -76.9024752)"
1166,Diano d'Alba,"(44.6503104, 8.0275084)"
1167,Prosecco Treviso,"(45.9023795, 12.0923802)"
1168,Prosecco Superiore di Cartizze,"(None, None)"
1169,Chignin,"(45.523749, 6.0116094)"
1170,Controguerra,"(42.8557157, 13.8193355)"
1171,Northern Cape,"(-29.573402, 21.2051361)"
1172,San Carlos,"(37.504936, -122.2618236)"
1173,Savoie,"(45.494895150000005, 6.384660381375652)"
1174,Austria,"(47.2, 13.2)"
1175,Gard,"(43.95995, 4.297637002377168)"
1176,Kutjevo,"(45.423994, 17.882287)"
1177,Valli di Porto Pino,"(None, None)"
1178,Corse Porto Vecchio,"(41.5921091, 9.2761531)"
1179,Greece,"(38.9953683, 21.9877132)"
1180,Vinho da Mesa,"(None, None)"
1181,Bizkaiko Txakolina,"(43.2811054, -2.1793064)"
1182,Hvar,"(43.173981299999994, 16.5564720701703)"
1183,Cheverny,"(47.4996989, 1.4611064)"
1184,Cephalonia,"(38.2660322, 20.537299749672783)"
1185,Carneros-Napa Valley,"(38.2585001, -122.3075736)"
1186,Falerio dei Colli Ascolani,"(None, None)"
1187,Erbaluce di Caluso,"(None, None)"
1188,Mamertino,"(38.0315592, 14.7725171)"
1189,Civitella d'Agliano,"(42.6053622, 12.1876584)"
1190,Beaujolais Blanc,"(46.0512536, 4.5401662)"
1191,Amarone della Valpolicella Valpantena,"(None, None)"
1192,Chalkidiki,"(40.28948215, 23.409392443373925)"
1193,Orange,"(33.7500378, -117.8704931)"
1194,Pedernal Valley,"(-32.0676324, -68.8065807)"
1195,Coteaux du Giennois,"(47.6831795, 2.6534443)"
1196,Breganze,"(45.7081441, 11.5647668)"
1197,Tehama County,"(40.1251334, -122.2015529)"
1198,Eloro,"(36.84227825000001, 15.10700426124473)"
1199,Vin de Pays du Jardin de la France,"(None, None)"
1200,Ischia,"(40.734205, 13.947125)"
1201,Murray-Darling,"(-35.1435164, 139.2819009)"
1202,Saint-Péray,"(44.9454417, 4.8430943)"
1203,Carema,"(45.5833024, 7.8104064)"
1204,Cahul,"(45.9044087, 28.1946583)"
1205,Valpolicella Valpantena,"(None, None)"
1206,Cyclades,"(37.06001045, 25.47075670857837)"
1207,Ramona Valley,"(38.59766405, -97.06368436654014)"
1208,Pouilly-Vinzelles,"(46.279805, 4.7816133)"
1209,Asolo Prosecco Superiore,"(None, None)"
1210,Napa County-Lake County,"(38.4898675, -122.3218414)"
1211,Colli Etruria Centrale,"(None, None)"
1212,Vino de la Tierra del Bajo Aragón,"(None, None)"
1213,East Coast,"(1.3104654, 103.9235132)"
1214,Vin de Pays de l'Atlantique,"(None, None)"
1215,Côtes de Forez,"(45.6487994, 4.3378697)"
1216,Monthélie,"(46.9928724, 4.7658083)"
1217,Sonoma County-Monterey County,"(None, None)"
1218,Clos de Lambrays,"(47.19806455, 4.95900207990256)"
1219,Clos de Tart,"(47.2067417, 5.2055184)"
1220,Corton-Pougets,"(47.07107755, 4.856968486573445)"
1221,Romanée-St.-Vivant,"(47.162324600000005, 4.95287344978855)"
1222,Madera,"(36.9418115, -120.17143817857142)"
1223,Breede River Valley,"(-33.7635667, 19.5966724)"
1224,Short Hills Bench,"(40.725151, -74.3238062)"
1225,Alella,"(41.4952867, 2.2942758)"
1226,Naches Heights,"(46.6409587, -120.6420137)"
1227,Aglianico del Beneventano,"(None, None)"
1228,Vin de Pays de la Haute Vallée du Gassac,"(None, None)"
1229,Ticino,"(46.3356506, 8.753706)"
1230,Zonda Valley,"(-31.575441, -68.92779263795131)"
1231,Corse,"(42.188089649999995, 9.068413771427695)"
1232,Vlootenburg,"(None, None)"
1233,Barbera di Piemonte,"(44.3641374, 7.3660814)"
1234,Colchagua Costa,"(-34.6435092, -70.9906917)"
1235,Castilla La Mancha,"(39.4177902, -2.6232332)"
1236,Brachetto d'Acqui,"(None, None)"
1237,Vin Doux Naturel Rasteau,"(None, None)"
1238,Brda,"(46.0162019, 13.548910233619523)"
1239,Dingač,"(42.9388295, 17.338490000000007)"
1240,Châteaumeillant,"(46.5608687, 2.1962014)"
1241,Morocco,"(31.1728205, -7.3362482)"
1242,Achaia,"(38.0692748, 21.87273042232539)"
1243,Polkadraai Hills,"(None, None)"
1244,Bot River,"(-34.204196, 19.2183199)"
1245,Tuscany,"(43.4586541, 11.1389204)"
1246,Similkameen Valley,"(49.4658159, -120.2505542)"
1247,Nardò,"(40.1762608, 18.0306371)"
1248,Donnici,"(39.247472, 16.3045561)"
1249,Cabardes,"(43.265544, 2.28401)"
1250,Dolcetto di Dogliani Superiore,"(None, None)"
1251,Ribera del Júcar,"(39.1788436, -0.27427955194149745)"
1252,Lamezia,"(51.5497537, -0.1088196)"
1253,Trentino Superiore,"(46.0069424, 10.7896444)"
1254,Amyndeon,"(None, None)"
1255,Vânju Mare,"(44.4250326, 22.8712672)"
1256,Hrvatsko Primorje,"(45.5305976, 14.7033187)"
1257,Vin de Pays de la Méditerranée,"(None, None)"
1258,Cerasuolo d'Abruzzo,"(None, None)"
1259,Grave del Friuli,"(45.9924803, 12.8872335)"
1260,Mâcon-Vinzelles,"(46.271544, 4.7682954)"
1261,Mâcon-Prissé,"(46.3212198, 4.7448989)"
1262,Vino de la Tierra de Cádiz,"(None, None)"
1263,Vin Santo di Carmignano,"(None, None)"
1264,Pirque,"(-33.6348808, -70.5729961)"
1265,Alghero,"(40.5600205, 8.3151473)"
1266,La Clape,"(42.9686517, 2.5484271)"
1267,Ramandolo,"(46.2216457, 13.2583735)"
1268,Vino de la Tierra de Zamora,"(41.3994363, -4.645358)"
1269,Lot,"(44.624991800000004, 1.6657742169753669)"
1270,Garda,"(43.3066032, 0.0337419)"
1271,Dolenjska,"(44.7866962, 20.5047648)"
1272,Arizona,"(34.395342, -111.763275)"
1273,Brindisi,"(40.6362271, 17.688500723698695)"
1274,Western Plains,"(31.8818289, -102.4063492)"
1275,New Zealand,"(-41.5000831, 172.8344077)"
1276,Pouilly-sur-Loire,"(47.281542, 2.9583419)"
1277,Requinoa,"(-34.2848586, -70.8175128)"
1278,Kangaroo Island,"(-35.8182635, 137.15661254022396)"
1279,Vin Mousseux,"(44.4688776, 26.073443)"
1280,Mavrodaphne de Cephalonie,"(None, None)"
1281,Burgundy,"(47.27808725, 4.222486304306048)"
1282,Casorzo,"(45.0233901, 8.3345031)"
1283,Rosso di Cerignola,"(41.2628863, 15.900476)"
1284,Adelaida District,"(-35.1889746, 138.59737932041182)"
1285,Goumenissa,"(40.9466441, 22.4519413)"
1286,Dolcetto d'Asti,"(None, None)"
1287,Sant' Agata dei Goti,"(None, None)"
1288,Messinia,"(42.6173024, -71.1509882)"
1289,Crémant de Loire,"(None, None)"
1290,Lakonia,"(51.1844885, 4.436567004272634)"
1291,McLaren Vale-Langhorne Creek,"(None, None)"
1292,Mentrida,"(40.2379032, -4.1945535)"
1293,Vin de Pays de Vaucluse,"(None, None)"
1294,Erice,"(38.0382301, 12.5871823)"
1295,Monreale,"(38.0826321, 13.2919931)"
1296,Monferrato Bianco,"(45.1008214, 8.0773322)"
1297,Béarn,"(47.290408, -79.329529)"
1298,Paso Robles Willow Creek District,"(None, None)"
1299,Torgiano Rosso Riserva,"(None, None)"
1300,Arribes del Duero,"(41.44974, 2.210299)"
1301,Finca Élez,"(None, None)"
1302,Moulis,"(42.9604715, 1.0924298)"
1303,Pinto Bandeira,"(-29.0977191, -51.4498258)"
1304,Campanha,"(44.90739, 0.96632)"
1305,Lime Kiln Valley,"(39.1542741, -76.9558093)"
1306,Moscato di Pantelleria,"(None, None)"
1307,Amador-Napa,"(None, None)"
1308,Hilltops,"(-34.41561915, 148.56342571324248)"
1309,Barossa-Langhorne Creek,"(None, None)"
1310,Currency Creek-McLaren Vale,"(None, None)"
1311,Vin Santo di Montepulciano,"(None, None)"
1312,Coteaux du Lyonnais,"(45.6782926, 4.6890095)"
1313,Gippsland,"(-37.87437, 146.91145036930226)"
1314,Friuli Colli Orientali,"(46.0023998, 13.4412468)"
1315,Mâcon-Azé,"(46.431937, 4.7607483)"
1316,Dogliani Superiore,"(None, None)"
1317,Strathbogie Ranges,"(-37.8056262, 145.3319978)"
1318,South Africa,"(-28.8166236, 24.991639)"
1319,Colline Teramane,"(None, None)"
1320,San Antonio de las Minas Valley,"(31.9678732, -116.6500801)"
1321,Vino de la Tierra Ribera del Gállego-Cinco Villas,"(None, None)"
1322,Madeira,"(32.751748750000004, -16.981752048847362)"
1323,Valtellina,"(46.32336235, 10.258413671017703)"
1324,Moscato di Trani,"(None, None)"
1325,Napa Valley-Paso Robles,"(None, None)"
1326,Krania Olympus,"(None, None)"
1327,Falanghina del Molise,"(41.9087208, 15.1233566)"
1328,Corinthia,"(20.71621, -75.4843702)"
1329,Slovenska Istra,"(None, None)"
1330,Corton-Bressandes,"(47.0726586, 4.867465904039627)"
1331,Commandaria,"(None, None)"
1332,Medrano,"(42.3828173, -2.5538784)"
1333,Lake County-Sonoma County,"(38.5110803, -122.8473388)"
1334,Valpolicella Ripasso Valpantena,"(None, None)"
1335,Gaillac Doux,"(None, None)"
1336,Maury,"(42.8102692, 2.5935825)"
1337,Jerusalem Hills,"(42.3880944, -84.7185897)"
1338,Brazil,"(-10.3333333, -53.2)"
1339,Circeo,"(41.2326171, 13.0893977)"
1340,Gundagai,"(-34.80940095, 148.10881410677436)"
1341,Vin de Pays des Coteaux de Bessilles,"(None, None)"
1342,Mâcon Chaintré,"(46.2611693, 4.7597535)"
1343,Mâcon-Péronne,"(46.4385322, 4.8096295)"
1344,Mazoyeres-Chambertin,"(47.2069405, 4.967493301688087)"
1345,Altos de Mendoza,"(-32.9451452, -60.7279173)"
1346,Nevada County,"(39.3540335, -120.8089843)"
1347,Coteaux du Languedoc-Pézenas,"(None, None)"
1348,Cauquenes Valley,"(-35.9671286, -72.315427)"
1349,Cirò Classico,"(None, None)"
1350,Bardolino Classico Superiore,"(None, None)"
1351,Vino de Calidad de Tierras de León,"(None, None)"
1352,Cour-Cheverny,"(47.512759, 1.4588243)"
1353,Mount Athos,"(37.4051433, -79.0500219)"
1354,Valpolicella Ripasso Valpantena Superiore,"(None, None)"
1355,McLaren Vale-Padthaway,"(None, None)"
1356,Vino de la Tierra de Castelló,"(None, None)"
1357,Falanghina del Sannio,"(None, None)"
1358,Mendocino-Amador,"(None, None)"
1359,Turkey,"(38.9597594, 34.9249653)"
1360,Bienvenues Bâtard-Montrachet,"(46.9457247, 4.742291)"
1361,Casablanca & Leyda Valleys,"(None, None)"
1362,Dealurile Hușilor,"(None, None)"
1363,Vallée du Paradis,"(30.5887858, -9.5182225)"
1364,Urla-Thrace,"(None, None)"
1365,San Rafael,"(37.9735346, -122.5310874)"
1366,Sovana,"(42.6570045, 11.6465486)"
1367,Sardinia,"(40.0912813, 9.0305773)"
1368,Tumbarumba,"(-35.7764898, 148.010062)"
1369,Südburgenland,"(47.3043825, 16.19313411037592)"
1370,Sonoma County-San Joaquin County,"(None, None)"
1371,Henty,"(-35.5170939, 147.0344788)"
1372,Côtes de Saint-Mont,"(45.5478755, 3.6666907)"
1373,Geelong,"(-38.1492813, 144.3598269)"
1374,San Marino,"(43.9458623, 12.458306)"
1375,Sterea Ellada,"(40.31541489999999, 23.125713940530957)"
1376,Coteaux du Layon Beaulieu,"(47.3165909, -0.6169720962188378)"
1377,River Junction,"(30.6857475, -84.8413087)"
1378,Primitivo del Tarantino,"(None, None)"
1379,Falanghina del Beneventano,"(None, None)"
1380,Imathia,"(40.51703795, 22.18071972652394)"
1381,San Bernabe,"(43.0336558, -2.6573304)"
1382,Napa-Amador,"(None, None)"
1383,Vin de Pays de L'Herault,"(None, None)"
1384,Montefalco,"(42.8918739, 12.6500673)"
1385,Muscadet,"(46.7703522, -0.4318968)"
1386,Santa Cruz County,"(37.050096, -121.9905908)"
1387,Vinho Licoroso,"(None, None)"
1388,Sonoma-Santa Barbara-Mendocino,"(None, None)"
1389,Napa-Mendocino-Sonoma,"(None, None)"
1390,Vin de Pays de France,"(None, None)"
1391,Pavia,"(45.036854649999995, 9.137825082826026)"
1392,Picpoul de Pinet,"(43.4069838, 3.509504)"
1393,Vinho Espumante,"(None, None)"
1394,Helderberg,"(-34.0494444, 18.8344444)"
1395,Southern Highlands,"(-6.4471522, 143.6006612)"
1396,Prosecco di Valdobbiadene Superiore,"(None, None)"
1397,Italy Other,"(44.4946938, 11.344536)"
1398,La Romanée,"(47.4013892, 4.1072943)"
1399,Lake-Sonoma-Napa,"(38.540524149999996, -122.54835743348914)"
1400,Vin de Pays de Montferrand,"(None, None)"
1401,Muscadet Coteaux de la Loire,"(None, None)"
1402,Isle St. George,"(41.7176504, -82.8153332)"
1403,Clairette de Die,"(49.4643175, 1.0421717)"
1404,Clare Valley-Eden Valley,"(None, None)"
1405,Gutturnio Classico Superiore,"(None, None)"
1406,Vale Trentino,"(45.6180593, 8.8384575)"
1407,Strevi,"(44.698146, 8.521847)"
1408,Riverland,"(-33.2883688, -60.2675629)"
1409,Sardon de Duero,"(41.6085193, -4.4339323)"
1410,Wagram,"(48.884005, 2.3037188)"
1411,Texoma,"(33.955052550000005, -96.95711724320326)"
1412,Capay Valley,"(39.7965477, -122.084428)"
1413,Ukraine,"(49.4871968, 31.2718321)"
1414,Malgas,"(38.9983429, -9.1899832)"
1415,Antelope Valley of the California High Desert,"(None, None)"
1416,Sagrada Familia,"(41.4034789, 2.174410333009705)"
1417,Cacc’e Mmitte di Lucera,"(None, None)"
1418,Hautes Cotes de Beaune,"(47.1499101, 4.8899102)"
1419,St. David's Bench,"(40.0441884, -75.3734145)"
1420,Fleurieu Peninsula,"(-35.5082015, 138.47774189265812)"
1421,Letrinon,"(37.6721383, 21.4390288)"
1422,Nuragus di Cagliari,"(None, None)"
1423,Muscat of Kefallonian,"(None, None)"
1424,Codru Region,"(None, None)"
1425,Sonoma-Napa-Monterey,"(38.1753815, -122.39261730461254)"
1426,Thessalikos,"(None, None)"
1427,Mâcon-Uchizy,"(46.5030046, 4.8851575)"
1428,Catalanesca del Monte Somma,"(None, None)"
1429,San Gimignano,"(43.4677993, 11.0432115)"
1430,Pouilly-Loché,"(46.2784659, 4.7688545)"
1431,Bourgogne Vézelay,"(47.4651584, 3.7470627)"
1432,Mâcon-Davayé,"(46.3055262, 4.741008)"
1433,Beechworth,"(-36.3594895, 146.6870123)"
1434,Vino de Calidad de Valtiendas,"(None, None)"
1435,Mitterberg,"(45.2387842, 13.9349664)"
1436,Montello e Colli Asolani,"(None, None)"
1437,China,"(35.000074, 104.999927)"
1438,Limnos,"(39.9088688, 25.149960790913052)"
1439,Egypt,"(26.2540493, 29.2675469)"
1440,Viile Timis,"(45.8002216, 21.2919263)"
1441,Rivesaltes Rosé,"(42.7664405, 2.8678902353260862)"
1442,Offida Rosso,"(42.9487211, 13.707778)"
1443,Côtes de Montravel,"(None, None)"
1444,Devon Valley,"(50.724165, -3.660795843955193)"
1445,Krk,"(45.090195449999996, 14.549668107706815)"
1446,Arcadia,"(34.1362075, -118.0401497)"
1447,Todi,"(42.7824434, 12.4062554)"
1448,Cape Agulhas,"(-34.8332036, 19.9999325)"
1449,Colli del Limbara,"(None, None)"
1450,Vin de Pays Cité de Carcassonne,"(None, None)"
1451,Catamarca,"(-27.1910825, -67.105374)"
1452,Kathikas,"(34.9125401, 32.4257815)"
1453,Vin de Pays de Velvendo,"(None, None)"
1454,Mediterranée,"(-5.85418535, -35.20340632868124)"
1455,Langhorne Creek-Limestone Coast,"(None, None)"
1456,Coda di Volpe d'Irpinia,"(None, None)"
1457,Negev,"(30.5, 34.9166667)"
1458,Squinzano,"(40.436528, 18.04182)"
1459,Barossa-Adelaide Hills,"(None, None)"
1460,Monterey County-Napa County,"(None, None)"
1461,Mâcon-Vergisson,"(46.3098518, 4.7160887)"
1462,Est! Est!! Est!!! di Montefiascone,"(42.5364691, 12.0276094)"
1463,Niagara Escarpment,"(43.2043628, -79.8174655)"
1464,Terrasses du Larzac,"(43.7152761, 3.488880169252874)"
1465,Côtes Catalanes,"(None, None)"
1466,Lesbos,"(39.17584185, 25.998913450232415)"
1467,Apremont,"(49.2247297, 2.5113646)"
1468,Távora-Varosa,"(None, None)"
1469,Mâcon-Milly Lamartine,"(46.3494, 4.69717)"
1470,Sonoma County-Santa Barbara County,"(None, None)"
1471,Vesuvio,"(40.8214568, 14.4258161)"
1472,Alta Valle della Greve,"(None, None)"
1473,Neuchâtel,"(46.9895828, 6.9292641)"
1474,Del Veneto,"(45.6476663, 11.8665254)"
1475,Roussette de Savoie,"(50.6416067, 5.568338659152802)"
1476,Paestum,"(40.4238379, 15.0069514)"
